# Assembly Part List incl. Component Properties
#
# Date = 2021/10/07 17:08:02
# Job Name =C:\CAx\Prj\ZUKEN\41882596_AA_Scania_CooX\job\PNL\Panel02\Panel02.mdgn
# Units = millimeters
# Decimal Digits =3
#
# PCB/PNL Type;Offset-X;Offset-Y;Rotation
#
# NA;0.000;0.000;0.000
# board1;0.000;9.000;0.000
# board2;164.000;9.000;0.000
#
#
#
# Reference;Part_Name;Value;Tolerance;Pos_Tolerance;Neg_Tolerance;Geometry;Rated_Voltage;Technology;Placement_Side;Rotation;Position-X;Positon-Y;Pin_Count;Component_Height_on_Placement_Side;Part_Families;Mounting_Type;Footprint_Specification;Package_Type;Function_Code;EMC_Code;Board# on Panel;Part_Name_SV;Part_Name_CAS;Exclude_from_SAP_BOM;Multipitch_Pair;
D4014;A2C04140900;S1JHM2G/S1JHE3_A/I;NA;NA;NA;do214ac_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;90.000;172.100;156.450;2;2.900;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Buck_5V;NO;board2;A2C0414090000;A2C0414090000;NA;NA;
D5001;A2C01830700;PMEG6020ER;NA;NA;NA;do219_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;135.000;61.400;175.400;2;1.400;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Main_Supply;NO;board1;A2C0183070000;A2C0183070000;NA;NA;
D5001;A2C01830700;PMEG6020ER;NA;NA;NA;do219_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;135.000;225.400;175.400;2;1.400;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Main_Supply;NO;board2;A2C0183070000;A2C0183070000;NA;NA;
D8000;A2C03411900;BAS21WSQ-7-F;NA;NA;NA;sod323_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;270.000;38.850;129.700;2;1.250;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Wake_Input_S_Wake-up;NO;board1;A2C0341190000;A2C0341190000;NA;NA;
D8000;A2C03411900;BAS21WSQ-7-F;NA;NA;NA;sod323_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;270.000;202.850;129.700;2;1.250;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Wake_Input_S_Wake-up;NO;board2;A2C0341190000;A2C0341190000;NA;NA;
D8001;A2C03411900;BAS21WSQ-7-F;NA;NA;NA;sod323_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;180.000;11.100;168.000;2;1.250;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Wake_Input_S_Wake-up;NO;board1;A2C0341190000;A2C0341190000;NA;NA;
D8001;A2C03411900;BAS21WSQ-7-F;NA;NA;NA;sod323_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;180.000;175.100;168.000;2;1.250;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Wake_Input_S_Wake-up;NO;board2;A2C0341190000;A2C0341190000;NA;NA;
D8002;A2C03411900;BAS21WSQ-7-F;NA;NA;NA;sod323_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;90.000;22.350;178.600;2;1.250;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Wake_Input_S_Wake-up;NO;board1;A2C0341190000;A2C0341190000;NA;NA;
D8002;A2C03411900;BAS21WSQ-7-F;NA;NA;NA;sod323_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;90.000;186.350;178.600;2;1.250;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Wake_Input_S_Wake-up;NO;board2;A2C0341190000;A2C0341190000;NA;NA;
D8003;A2C03411900;BAS21WSQ-7-F;NA;NA;NA;sod323_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;0.000;14.150;183.450;2;1.250;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Wake_Input_S_Wake-up;NO;board1;A2C0341190000;A2C0341190000;NA;NA;
D8003;A2C03411900;BAS21WSQ-7-F;NA;NA;NA;sod323_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;0.000;178.150;183.450;2;1.250;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Wake_Input_S_Wake-up;NO;board2;A2C0341190000;A2C0341190000;NA;NA;
D8004;A2C03560600;P6SMB51AHM3_A/I;NA;NA;NA;do214aa_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;0.000;43.750;131.100;2;2.650;Diode Suppressor;SURFACE;ReflowReflow;SMD_OTHER;Wake_Input_S_Wake-up;NO;board1;A2C0356060000;A2C0356060000;NA;NA;
D8004;A2C03560600;P6SMB51AHM3_A/I;NA;NA;NA;do214aa_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;0.000;207.750;131.100;2;2.650;Diode Suppressor;SURFACE;ReflowReflow;SMD_OTHER;Wake_Input_S_Wake-up;NO;board2;A2C0356060000;A2C0356060000;NA;NA;
D8005;A2C03411900;BAS21WSQ-7-F;NA;NA;NA;sod323_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;270.000;40.900;143.600;2;1.250;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Wake_Input_15_Wake-up;NO;board1;A2C0341190000;A2C0341190000;NA;NA;
D8005;A2C03411900;BAS21WSQ-7-F;NA;NA;NA;sod323_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;270.000;204.900;143.600;2;1.250;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Wake_Input_15_Wake-up;NO;board2;A2C0341190000;A2C0341190000;NA;NA;
D8006;A2C52003207;SS14;NA;NA;NA;do214ac_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;0.000;44.100;126.750;2;2.900;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Wake_Input_S_Wake-up;NO;board1;A2C5200320700;A2C5200320700;NA;NA;
D8006;A2C52003207;SS14;NA;NA;NA;do214ac_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;0.000;208.100;126.750;2;2.900;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Wake_Input_S_Wake-up;NO;board2;A2C5200320700;A2C5200320700;NA;NA;
D8007;A2C03411900;BAS21WSQ-7-F;NA;NA;NA;sod323_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;270.000;44.850;151.350;2;1.250;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Wake_Input_15_Wake-up;NO;board1;A2C0341190000;A2C0341190000;NA;NA;
D8007;A2C03411900;BAS21WSQ-7-F;NA;NA;NA;sod323_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;270.000;208.850;151.350;2;1.250;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Wake_Input_15_Wake-up;NO;board2;A2C0341190000;A2C0341190000;NA;NA;
D8008;A2C03411900;BAS21WSQ-7-F;NA;NA;NA;sod323_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;180.000;49.500;144.100;2;1.250;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Wake_Input_15_Wake-up;NO;board1;A2C0341190000;A2C0341190000;NA;NA;
D8008;A2C03411900;BAS21WSQ-7-F;NA;NA;NA;sod323_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;180.000;213.500;144.100;2;1.250;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Wake_Input_15_Wake-up;NO;board2;A2C0341190000;A2C0341190000;NA;NA;
D8009;A2C03411900;BAS21WSQ-7-F;NA;NA;NA;sod323_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;270.000;37.850;116.300;2;1.250;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Wake_Input_T_Wake-up;NO;board1;A2C0341190000;A2C0341190000;NA;NA;
D8009;A2C03411900;BAS21WSQ-7-F;NA;NA;NA;sod323_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;270.000;201.850;116.300;2;1.250;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Wake_Input_T_Wake-up;NO;board2;A2C0341190000;A2C0341190000;NA;NA;
D8010;A2C03411900;BAS21WSQ-7-F;NA;NA;NA;sod323_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;180.000;9.600;152.950;2;1.250;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Wake_Input_T_Wake-up;NO;board1;A2C0341190000;A2C0341190000;NA;NA;
D8010;A2C03411900;BAS21WSQ-7-F;NA;NA;NA;sod323_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;180.000;173.600;152.950;2;1.250;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Wake_Input_T_Wake-up;NO;board2;A2C0341190000;A2C0341190000;NA;NA;
D8011;A2C03411900;BAS21WSQ-7-F;NA;NA;NA;sod323_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;90.000;27.350;161.650;2;1.250;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Wake_Input_T_Wake-up;NO;board1;A2C0341190000;A2C0341190000;NA;NA;
D8011;A2C03411900;BAS21WSQ-7-F;NA;NA;NA;sod323_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;90.000;191.350;161.650;2;1.250;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Wake_Input_T_Wake-up;NO;board2;A2C0341190000;A2C0341190000;NA;NA;
D8012;A2C03411900;BAS21WSQ-7-F;NA;NA;NA;sod323_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;0.000;21.000;166.700;2;1.250;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Wake_Input_T_Wake-up;NO;board1;A2C0341190000;A2C0341190000;NA;NA;
D8012;A2C03411900;BAS21WSQ-7-F;NA;NA;NA;sod323_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;0.000;185.000;166.700;2;1.250;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Wake_Input_T_Wake-up;NO;board2;A2C0341190000;A2C0341190000;NA;NA;
D8013;A2C03560600;P6SMB51AHM3_A/I;NA;NA;NA;do214aa_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;0.000;53.000;113.500;2;2.650;Diode Suppressor;SURFACE;ReflowReflow;SMD_OTHER;Wake_Input_T_Wake-up;NO;board1;A2C0356060000;A2C0356060000;NA;NA;
D8013;A2C03560600;P6SMB51AHM3_A/I;NA;NA;NA;do214aa_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;0.000;217.000;113.500;2;2.650;Diode Suppressor;SURFACE;ReflowReflow;SMD_OTHER;Wake_Input_T_Wake-up;NO;board2;A2C0356060000;A2C0356060000;NA;NA;
D8014;A2C52003207;SS14;NA;NA;NA;do214ac_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;0.000;43.300;115.850;2;2.900;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Wake_Input_T_Wake-up;NO;board1;A2C5200320700;A2C5200320700;NA;NA;
D8014;A2C52003207;SS14;NA;NA;NA;do214ac_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;0.000;207.300;115.850;2;2.900;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Wake_Input_T_Wake-up;NO;board2;A2C5200320700;A2C5200320700;NA;NA;
D9000;A2C03411900;BAS21WSQ-7-F;NA;NA;NA;sod323_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;0.000;21.200;118.850;2;1.250;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Wake_Input_4_Wake-up;NO;board1;A2C0341190000;A2C0341190000;NA;NA;
D9000;A2C03411900;BAS21WSQ-7-F;NA;NA;NA;sod323_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;0.000;185.200;118.850;2;1.250;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Wake_Input_4_Wake-up;NO;board2;A2C0341190000;A2C0341190000;NA;NA;
D9001;A2C03411900;BAS21WSQ-7-F;NA;NA;NA;sod323_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;180.000;14.000;150.250;2;1.250;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Wake_Input_4_Wake-up;NO;board1;A2C0341190000;A2C0341190000;NA;NA;
D9001;A2C03411900;BAS21WSQ-7-F;NA;NA;NA;sod323_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;180.000;178.000;150.250;2;1.250;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Wake_Input_4_Wake-up;NO;board2;A2C0341190000;A2C0341190000;NA;NA;
D9002;A2C03411900;BAS21WSQ-7-F;NA;NA;NA;sod323_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;0.000;15.150;123.300;2;1.250;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Wake_Input_4_Wake-up;NO;board1;A2C0341190000;A2C0341190000;NA;NA;
D9002;A2C03411900;BAS21WSQ-7-F;NA;NA;NA;sod323_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;0.000;179.150;123.300;2;1.250;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Wake_Input_4_Wake-up;NO;board2;A2C0341190000;A2C0341190000;NA;NA;
D9003;A2C03411900;BAS21WSQ-7-F;NA;NA;NA;sod323_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;270.000;20.150;130.300;2;1.250;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Wake_Input_4_Wake-up;NO;board1;A2C0341190000;A2C0341190000;NA;NA;
D9003;A2C03411900;BAS21WSQ-7-F;NA;NA;NA;sod323_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;270.000;184.150;130.300;2;1.250;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Wake_Input_4_Wake-up;NO;board2;A2C0341190000;A2C0341190000;NA;NA;
D9004;A2C03560600;P6SMB51AHM3_A/I;NA;NA;NA;do214aa_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;0.000;8.400;119.650;2;2.650;Diode Suppressor;SURFACE;ReflowReflow;SMD_OTHER;Wake_Input_4_Wake-up;NO;board1;A2C0356060000;A2C0356060000;NA;NA;
D9004;A2C03560600;P6SMB51AHM3_A/I;NA;NA;NA;do214aa_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;0.000;172.400;119.650;2;2.650;Diode Suppressor;SURFACE;ReflowReflow;SMD_OTHER;Wake_Input_4_Wake-up;NO;board2;A2C0356060000;A2C0356060000;NA;NA;
D9005;A2C52003207;SS14;NA;NA;NA;do214ac_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;180.000;19.850;116.000;2;2.900;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Wake_Input_4_Wake-up;NO;board1;A2C5200320700;A2C5200320700;NA;NA;
D9005;A2C52003207;SS14;NA;NA;NA;do214ac_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;180.000;183.850;116.000;2;2.900;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Wake_Input_4_Wake-up;NO;board2;A2C5200320700;A2C5200320700;NA;NA;
D9006;A2C03411900;BAS21WSQ-7-F;NA;NA;NA;sod323_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;180.000;34.750;115.300;2;1.250;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Wake_Input_5_Wake-up;NO;board1;A2C0341190000;A2C0341190000;NA;NA;
D9006;A2C03411900;BAS21WSQ-7-F;NA;NA;NA;sod323_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;180.000;198.750;115.300;2;1.250;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Wake_Input_5_Wake-up;NO;board2;A2C0341190000;A2C0341190000;NA;NA;
D9007;A2C03411900;BAS21WSQ-7-F;NA;NA;NA;sod323_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;180.000;9.650;134.450;2;1.250;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Wake_Input_5_Wake-up;NO;board1;A2C0341190000;A2C0341190000;NA;NA;
D9007;A2C03411900;BAS21WSQ-7-F;NA;NA;NA;sod323_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;180.000;173.650;134.450;2;1.250;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Wake_Input_5_Wake-up;NO;board2;A2C0341190000;A2C0341190000;NA;NA;
D9008;A2C03411900;BAS21WSQ-7-F;NA;NA;NA;sod323_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;0.000;34.600;122.300;2;1.250;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Wake_Input_5_Wake-up;NO;board1;A2C0341190000;A2C0341190000;NA;NA;
D9008;A2C03411900;BAS21WSQ-7-F;NA;NA;NA;sod323_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;0.000;198.600;122.300;2;1.250;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Wake_Input_5_Wake-up;NO;board2;A2C0341190000;A2C0341190000;NA;NA;
D9009;A2C03411900;BAS21WSQ-7-F;NA;NA;NA;sod323_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;270.000;36.450;130.400;2;1.250;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Wake_Input_5_Wake-up;NO;board1;A2C0341190000;A2C0341190000;NA;NA;
D9009;A2C03411900;BAS21WSQ-7-F;NA;NA;NA;sod323_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;270.000;200.450;130.400;2;1.250;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Wake_Input_5_Wake-up;NO;board2;A2C0341190000;A2C0341190000;NA;NA;
D9010;A2C03560600;P6SMB51AHM3_A/I;NA;NA;NA;do214aa_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;0.000;26.850;120.900;2;2.650;Diode Suppressor;SURFACE;ReflowReflow;SMD_OTHER;Wake_Input_5_Wake-up;NO;board1;A2C0356060000;A2C0356060000;NA;NA;
D9010;A2C03560600;P6SMB51AHM3_A/I;NA;NA;NA;do214aa_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;0.000;190.850;120.900;2;2.650;Diode Suppressor;SURFACE;ReflowReflow;SMD_OTHER;Wake_Input_5_Wake-up;NO;board2;A2C0356060000;A2C0356060000;NA;NA;
D9011;A2C52003207;SS14;NA;NA;NA;do214ac_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;180.000;29.200;116.675;2;2.900;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Wake_Input_5_Wake-up;NO;board1;A2C5200320700;A2C5200320700;NA;NA;
D9011;A2C52003207;SS14;NA;NA;NA;do214ac_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;180.000;193.200;116.675;2;2.900;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Wake_Input_5_Wake-up;NO;board2;A2C5200320700;A2C5200320700;NA;NA;
D19000;A2C40012986;BAT54A;NA;NA;NA;sot23_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;270.000;70.800;71.650;3;1.200;Diode Rectifier;SURFACE;ReflowReflow;SMD_OTHER;Power_Output_8V_OUT_E;NO;board1;A2C4001298600;A2C4001298600;NA;NA;
D19000;A2C40012986;BAT54A;NA;NA;NA;sot23_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;270.000;234.800;71.650;3;1.200;Diode Rectifier;SURFACE;ReflowReflow;SMD_OTHER;Power_Output_8V_OUT_E;NO;board2;A2C4001298600;A2C4001298600;NA;NA;
D19001;A2C40012986;BAT54A;NA;NA;NA;sot23_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;0.000;70.800;70.200;3;1.200;Diode Rectifier;SURFACE;ReflowReflow;SMD_OTHER;Power_Output_12V_OUT_F;NO;board1;A2C4001298600;A2C4001298600;NA;NA;
D19001;A2C40012986;BAT54A;NA;NA;NA;sot23_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;0.000;234.800;70.200;3;1.200;Diode Rectifier;SURFACE;ReflowReflow;SMD_OTHER;Power_Output_12V_OUT_F;NO;board2;A2C4001298600;A2C4001298600;NA;NA;
D19002;A2C03411900;BAS21WSQ-7-F;NA;NA;NA;sod323_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;270.000;131.600;112.500;2;1.250;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Power_Output_12V_OUT_M;NO;board1;A2C0341190000;A2C0341190000;NA;NA;
D19002;A2C03411900;BAS21WSQ-7-F;NA;NA;NA;sod323_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;270.000;295.600;112.500;2;1.250;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Power_Output_12V_OUT_M;NO;board2;A2C0341190000;A2C0341190000;NA;NA;
D19003;A2C03411900;BAS21WSQ-7-F;NA;NA;NA;sod323_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;270.000;131.500;114.150;2;1.250;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Power_Output_12V_OUT_M;NO;board1;A2C0341190000;A2C0341190000;NA;NA;
D19003;A2C03411900;BAS21WSQ-7-F;NA;NA;NA;sod323_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;270.000;295.500;114.150;2;1.250;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Power_Output_12V_OUT_M;NO;board2;A2C0341190000;A2C0341190000;NA;NA;
D19004;A2C52003207;SS14;NA;NA;NA;do214ac_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;90.000;131.700;103.000;2;2.900;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Power_Output_12V_OUT_M;NO;board1;A2C5200320700;A2C5200320700;NA;NA;
D19004;A2C52003207;SS14;NA;NA;NA;do214ac_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;90.000;295.700;103.000;2;2.900;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Power_Output_12V_OUT_M;NO;board2;A2C5200320700;A2C5200320700;NA;NA;
D24000;A2C00008470;BAT54;NA;NA;NA;sot23_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;180.000;71.950;39.300;3;1.200;Diode Rectifier;SURFACE;ReflowReflow;SMD_OTHER;Frequency_Input_FREQ_IN_E;NO;board1;A2C0000847000;A2C0000847000;NA;NA;
D24000;A2C00008470;BAT54;NA;NA;NA;sot23_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;180.000;235.950;39.300;3;1.200;Diode Rectifier;SURFACE;ReflowReflow;SMD_OTHER;Frequency_Input_FREQ_IN_E;NO;board2;A2C0000847000;A2C0000847000;NA;NA;
D25000;A2C03411900;BAS21WSQ-7-F;NA;NA;NA;sod323_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;270.000;76.700;81.350;2;1.250;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Communication_COM_F;NO;board1;A2C0341190000;A2C0341190000;NA;NA;
D25000;A2C03411900;BAS21WSQ-7-F;NA;NA;NA;sod323_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;270.000;240.700;81.350;2;1.250;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Communication_COM_F;NO;board2;A2C0341190000;A2C0341190000;NA;NA;
D25001;A2C02446200;BAV70W;NA;NA;NA;sot323_3_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;180.000;82.350;77.350;3;1.100;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Communication_COM_F;NO;board1;A2C0244620000;A2C0244620000;NA;NA;
D25001;A2C02446200;BAV70W;NA;NA;NA;sot323_3_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;180.000;246.350;77.350;3;1.100;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;Communication_COM_F;NO;board2;A2C0244620000;A2C0244620000;NA;NA;
D25002;A2C00007700;TPSMA36A;NA;NA;NA;do214ac_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;90.000;76.350;74.900;2;2.900;Diode Suppressor;UNDEF;ReflowReflow;UNDEF;NA;NO;board1;A2C0000770000;A2C0000770000;NA;NA;
D25002;A2C00007700;TPSMA36A;NA;NA;NA;do214ac_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;90.000;240.350;74.900;2;2.900;Diode Suppressor;UNDEF;ReflowReflow;UNDEF;NA;NO;board2;A2C0000770000;A2C0000770000;NA;NA;
D30000;A2C03411900;BAS21WSQ-7-F;NA;NA;NA;sod323_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;180.000;27.650;77.100;2;1.250;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;PWM_Output_PWM_OUT_K_1_4;NO;board1;A2C0341190000;A2C0341190000;NA;NA;
D30000;A2C03411900;BAS21WSQ-7-F;NA;NA;NA;sod323_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;180.000;191.650;77.100;2;1.250;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;PWM_Output_PWM_OUT_K_1_4;NO;board2;A2C0341190000;A2C0341190000;NA;NA;
D30001;A2C03411900;BAS21WSQ-7-F;NA;NA;NA;sod323_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;0.000;29.400;73.100;2;1.250;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;PWM_Output_PWM_OUT_K_1_4;NO;board1;A2C0341190000;A2C0341190000;NA;NA;
D30001;A2C03411900;BAS21WSQ-7-F;NA;NA;NA;sod323_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;0.000;193.400;73.100;2;1.250;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;PWM_Output_PWM_OUT_K_1_4;NO;board2;A2C0341190000;A2C0341190000;NA;NA;
D30002;A2C03411900;BAS21WSQ-7-F;NA;NA;NA;sod323_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;0.000;37.750;78.900;2;1.250;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;PWM_Output_PWM_OUT_K_1_4;NO;board1;A2C0341190000;A2C0341190000;NA;NA;
D30002;A2C03411900;BAS21WSQ-7-F;NA;NA;NA;sod323_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;0.000;201.750;78.900;2;1.250;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;PWM_Output_PWM_OUT_K_1_4;NO;board2;A2C0341190000;A2C0341190000;NA;NA;
D30003;A2C03411900;BAS21WSQ-7-F;NA;NA;NA;sod323_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;180.000;38.400;81.000;2;1.250;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;PWM_Output_PWM_OUT_K_1_4;NO;board1;A2C0341190000;A2C0341190000;NA;NA;
D30003;A2C03411900;BAS21WSQ-7-F;NA;NA;NA;sod323_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;180.000;202.400;81.000;2;1.250;Diode Rectifier;UNDEF;ReflowReflow;UNDEF;PWM_Output_PWM_OUT_K_1_4;NO;board2;A2C0341190000;A2C0341190000;NA;NA;
D30004;A2C00035287;SS26;NA;NA;NA;do214aa_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;0.000;28.550;68.650;2;2.650;Diode Rectifier;SURFACE;ReflowReflow;SMD_OTHER;PWM_Output_PWM_OUT_K_1_4;NO;board1;A2C0003528700;A2C0003528700;NA;NA;
D30004;A2C00035287;SS26;NA;NA;NA;do214aa_m01a;NA;SBU08_RR_SM075_Cu35;A_SIDE;0.000;192.550;68.650;2;2.650;Diode Rectifier;SURFACE;ReflowReflow;SMD_OTHER;PWM_Output_PWM_OUT_K_1_4;NO;board2;A2C0003528700;A2C0003528700;NA;NA;
D30005;A2C00035287;SS26;NA;NA;NA;do214aa_m01a;NA;SBU08_RR_SM075_Cu35;B_SIDE;180.000;27.450;68.500;2;2.650;Diode Rectifier;SURFACE;ReflowReflow;SMD_OTHER;PWM_Output_PWM_OUT_K_1_4;NO;board1;A2C0003528700;A2C0003528700;NA;NA;
