# Assembly Part List incl. Component Properties
#
# Date = 2020/06/05 10:01:49
# Job Name =C:\CAx\Prj\ZUKEN\41538289_AB_ADC418AI12\job\PNL\Panel01\Panel.mdgn
# Units = millimeters
# Decimal Digits =3
#
# PCB/PNL Type;Offset-X;Offset-Y;Rotation
#
# NA;0.000;0.000;0.000
# board1;0.000;0.000;0.000
#
#
# Reference;Part_Name;Value;Tolerance;Pos_Tolerance;Neg_Tolerance;Geometry;Rated_Voltage;Technology;Placement_Side;Rotation;Position-X;Positon-Y;Pin_Count;Component_Height_on_Placement_Side;Part_Families;Mounting_Type;Footprint_Specification;Package_Type;Function_Code;EMC_Code;Board# on Panel;Part_Name_SV;Part_Name_CAS;Exclude_from_SAP_BOM;Multipitch_Pair;
C41129;A2C00646800;220n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;180.000;68.700;12.950;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;MEM_SDRAM_LPDDR4_512MByte;NO;board1;A2C0064680000;A2C0064680000;NA;NA;
C41130;A2C00646800;220n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;0.000;41.925;15.650;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;MEM_SDRAM_LPDDR4_512MByte;NO;board1;A2C0064680000;A2C0064680000;NA;NA;
C41131;A2C03138800;10n;NA;10%;10%;chip_0201_h0300_c01a;10V;SBU08_RR_SM075_Cu35;A_SIDE;180.000;56.600;33.100;2;0.300;Capacitor Ceramic;SURFACE;ReflowReflow;CHIP;IC_SUC_S32G275A;NO;board1;A2C0313880000;A2C0313880000;NA;NA;
C41132;A2C00646800;220n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;0.000;41.625;18.650;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;MEM_SDRAM_LPDDR4_512MByte;NO;board1;A2C0064680000;A2C0064680000;NA;NA;
C41133;A2C00646800;220n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;180.000;68.650;19.000;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;MEM_SDRAM_LPDDR4_512MByte;NO;board1;A2C0064680000;A2C0064680000;NA;NA;
C41134;A2C00646800;220n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;0.000;43.425;9.650;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;MEM_SDRAM_LPDDR4_512MByte;NO;board1;A2C0064680000;A2C0064680000;NA;NA;
C41135;A2C00646800;220n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;45.000;49.889;14.539;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;MEM_SDRAM_LPDDR4_512MByte;NO;board1;A2C0064680000;A2C0064680000;NA;NA;
C41136;A2C02249300;1p;NA;0.1pF;0.1pF;0402_06_m01a;50V;SBU08_RR_SM075_Cu35;B_SIDE;270.000;70.850;46.950;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;IC_SUC_S32G275A;NO;board1;A2C0224930000;A2C0224930000;NA;NA;
C41137;A2C03138800;10n;NA;10%;10%;chip_0201_h0300_c01a;10V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;55.075;37.575;2;0.300;Capacitor Ceramic;SURFACE;ReflowReflow;CHIP;IC_SUC_S32G275A;NO;board1;A2C0313880000;A2C0313880000;NA;NA;
C41138;A2C03138800;10n;NA;10%;10%;chip_0201_h0300_c01a;10V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;55.875;37.575;2;0.300;Capacitor Ceramic;SURFACE;ReflowReflow;CHIP;IC_SUC_S32G275A;NO;board1;A2C0313880000;A2C0313880000;NA;NA;
C41139;A2C03176400;4.7n;NA;10%;10%;0402_06_m01a;50V;SBU08_RR_SM075_Cu35;B_SIDE;270.000;70.850;53.050;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;IC_SUC_S32G275A;NO;board1;A2C0317640000;A2C0317640000;NA;NA;
C41140;A2C03176400;4.7n;NA;10%;10%;0402_06_m01a;50V;SBU08_RR_SM075_Cu35;B_SIDE;270.000;72.650;50.975;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;IC_SUC_S32G275A;NO;board1;A2C0317640000;A2C0317640000;NA;NA;
C41142;A2C03176400;4.7n;NA;10%;10%;0402_06_m01a;50V;SBU08_RR_SM075_Cu35;B_SIDE;270.000;74.550;50.975;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;IC_SUC_S32G275A;NO;board1;A2C0317640000;A2C0317640000;NA;NA;
C41146;A2C02317700;100n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;B_SIDE;270.000;79.050;46.950;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;IC_SUC_S32G275A;NO;board1;A2C0231770000;A2C0231770000;NA;NA;
C41147;A2C01693200;10n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;B_SIDE;270.000;79.050;49.175;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;IC_SUC_S32G275A;NO;board1;A2C0169320000;A2C0169320000;NA;NA;
C41148;A2C01693200;10n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;B_SIDE;270.000;76.250;46.950;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;IC_SUC_S32G275A;NO;board1;A2C0169320000;A2C0169320000;NA;NA;
C41149;A2C01693200;10n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;B_SIDE;270.000;73.550;46.950;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;IC_SUC_S32G275A;NO;board1;A2C0169320000;A2C0169320000;NA;NA;
C41150;A2C02317700;100n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;270.000;50.300;33.300;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;IC_SUC_S32G275A;NO;board1;A2C0231770000;A2C0231770000;NA;NA;
C41151;A2C03138800;10n;NA;10%;10%;chip_0201_h0300_c01a;10V;SBU08_RR_SM075_Cu35;A_SIDE;0.000;52.375;33.850;2;0.300;Capacitor Ceramic;SURFACE;ReflowReflow;CHIP;IC_SUC_S32G275A;NO;board1;A2C0313880000;A2C0313880000;NA;NA;
C41152;A2C02317700;100n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;61.775;34.650;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;IC_SUC_S32G275A;NO;board1;A2C0231770000;A2C0231770000;NA;NA;
C41153;A2C03138800;10n;NA;10%;10%;chip_0201_h0300_c01a;10V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;59.700;33.825;2;0.300;Capacitor Ceramic;SURFACE;ReflowReflow;CHIP;IC_SUC_S32G275A;NO;board1;A2C0313880000;A2C0313880000;NA;NA;
C41154;A2C02602100;1u;NA;10%;10%;chip_0402_b1200x0700_h0700_c01a;10V;SBU08_RR_SM075_Cu35;A_SIDE;180.000;71.450;30.350;2;0.700;Capacitor Ceramic;SURFACE;ReflowReflow;CHIP;IC_SUC_S32G275A;NO;board1;A2C0260210000;A2C0260210000;NA;NA;
C41155;A2C03138800;10n;NA;10%;10%;chip_0201_h0300_c01a;10V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;56.675;37.575;2;0.300;Capacitor Ceramic;SURFACE;ReflowReflow;CHIP;IC_SUC_S32G275A;NO;board1;A2C0313880000;A2C0313880000;NA;NA;
C41156;A2C02317700;100n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;270.000;146.225;58.000;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;DI_PUSHPULL_NAND3X3_01;NO;board1;A2C0231770000;A2C0231770000;NA;NA;
C41157;A2C01561600;100p;NA;1%;1%;0402_06_m01a;50V;SBU08_RR_SM075_Cu35;B_SIDE;270.000;77.250;50.975;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;IC_SUC_S32G275A;NO;board1;A2C0156160000;A2C0156160000;NA;NA;
C41158;A2C02249300;1p;NA;0.1pF;0.1pF;0402_06_m01a;50V;SBU08_RR_SM075_Cu35;A_SIDE;270.000;147.600;45.000;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;IC_SUC_S32G275A;NO;board1;A2C0224930000;A2C0224930000;NA;NA;
C41159;A2C03138800;10n;NA;10%;10%;chip_0201_h0300_c01a;10V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;57.475;37.575;2;0.300;Capacitor Ceramic;SURFACE;ReflowReflow;CHIP;IC_SUC_S32G275A;NO;board1;A2C0313880000;A2C0313880000;NA;NA;
C41160;A2C03138800;10n;NA;10%;10%;chip_0201_h0300_c01a;10V;SBU08_RR_SM075_Cu35;A_SIDE;270.000;57.475;36.375;2;0.300;Capacitor Ceramic;SURFACE;ReflowReflow;CHIP;IC_SUC_S32G275A;NO;board1;A2C0313880000;A2C0313880000;NA;NA;
C41161;A2C02317800;22n;NA;10%;10%;0402_06_m01a;25V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;54.300;33.950;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;IC_SUC_S32G275A;NO;board1;A2C0231780000;A2C0231780000;NA;NA;
C41162;A2C02317800;22n;NA;10%;10%;0402_06_m01a;25V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;54.300;35.650;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;IC_SUC_S32G275A;NO;board1;A2C0231780000;A2C0231780000;NA;NA;
C41163;A2C01953600;470n;NA;10%;10%;0402_06_m01a;6.3V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;53.475;33.950;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;IC_SUC_S32G275A;NO;board1;A2C0195360000;A2C0195360000;NA;NA;
C41164;A2C01953600;470n;NA;10%;10%;0402_06_m01a;6.3V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;58.250;33.700;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;IC_SUC_S32G275A;NO;board1;A2C0195360000;A2C0195360000;NA;NA;
C41165;A2C01953600;470n;NA;10%;10%;0402_06_m01a;6.3V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;58.250;39.050;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;IC_SUC_S32G275A;NO;board1;A2C0195360000;A2C0195360000;NA;NA;
C41166;A2C01953600;470n;NA;10%;10%;0402_06_m01a;6.3V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;53.475;39.050;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;IC_SUC_S32G275A;NO;board1;A2C0195360000;A2C0195360000;NA;NA;
C41167;A2C01398800;1n;NA;10%;10%;chip_0201_h0300_c01a;25V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;55.875;35.175;2;0.300;Capacitor Ceramic;SURFACE;ReflowReflow;CHIP;IC_SUC_S32G275A;NO;board1;A2C0139880000;A2C0139880000;NA;NA;
C41168;A2C01398800;1n;NA;10%;10%;chip_0201_h0300_c01a;25V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;56.675;35.175;2;0.300;Capacitor Ceramic;SURFACE;ReflowReflow;CHIP;IC_SUC_S32G275A;NO;board1;A2C0139880000;A2C0139880000;NA;NA;
C41169;A2C01398800;1n;NA;10%;10%;chip_0201_h0300_c01a;25V;SBU08_RR_SM075_Cu35;A_SIDE;270.000;56.675;36.375;2;0.300;Capacitor Ceramic;SURFACE;ReflowReflow;CHIP;IC_SUC_S32G275A;NO;board1;A2C0139880000;A2C0139880000;NA;NA;
C41170;A2C01398800;1n;NA;10%;10%;chip_0201_h0300_c01a;25V;SBU08_RR_SM075_Cu35;A_SIDE;270.000;55.875;36.375;2;0.300;Capacitor Ceramic;SURFACE;ReflowReflow;CHIP;IC_SUC_S32G275A;NO;board1;A2C0139880000;A2C0139880000;NA;NA;
C41171;A2C02317700;100n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;54.300;37.350;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;IC_SUC_S32G275A;NO;board1;A2C0231770000;A2C0231770000;NA;NA;
C41172;A2C03138800;10n;NA;10%;10%;chip_0201_h0300_c01a;10V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;57.475;35.175;2;0.300;Capacitor Ceramic;SURFACE;ReflowReflow;CHIP;IC_SUC_S32G275A;NO;board1;A2C0313880000;A2C0313880000;NA;NA;
C41173;A2C02317700;100n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;55.825;39.050;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;IC_SUC_S32G275A;NO;board1;A2C0231770000;A2C0231770000;NA;NA;
C41174;A2C02317700;100n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;56.675;39.050;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;IC_SUC_S32G275A;NO;board1;A2C0231770000;A2C0231770000;NA;NA;
C41175;A2C02317700;100n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;54.300;39.050;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;IC_SUC_S32G275A;NO;board1;A2C0231770000;A2C0231770000;NA;NA;
C41176;A2C02317700;100n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;53.475;35.650;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;IC_SUC_S32G275A;NO;board1;A2C0231770000;A2C0231770000;NA;NA;
C41177;A2C02317700;100n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;58.250;35.500;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;IC_SUC_S32G275A;NO;board1;A2C0231770000;A2C0231770000;NA;NA;
C41178;A2C02317700;100n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;58.250;37.350;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;IC_SUC_S32G275A;NO;board1;A2C0231770000;A2C0231770000;NA;NA;
C41179;A2C02317700;100n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;53.475;37.350;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;IC_SUC_S32G275A;NO;board1;A2C0231770000;A2C0231770000;NA;NA;
C41180;A2C01398800;1n;NA;10%;10%;chip_0201_h0300_c01a;25V;SBU08_RR_SM075_Cu35;A_SIDE;180.000;64.225;40.425;2;0.300;Capacitor Ceramic;SURFACE;ReflowReflow;CHIP;IC_SUC_S32G275A;NO;board1;A2C0139880000;A2C0139880000;NA;NA;
C41181;A2C00646800;220n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;B_SIDE;180.000;42.800;43.050;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;IC_SUC_S32G275A;NO;board1;A2C0064680000;A2C0064680000;NA;NA;
C41182;A2C00646800;220n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;B_SIDE;180.000;42.800;42.050;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;IC_SUC_S32G275A;NO;board1;A2C0064680000;A2C0064680000;NA;NA;
C41183;A2C02602100;1u;NA;10%;10%;chip_0402_b1200x0700_h0700_c01a;10V;SBU08_RR_SM075_Cu35;A_SIDE;270.000;37.475;56.700;2;0.700;Capacitor Ceramic;SURFACE;ReflowReflow;CHIP;IC_SUC_S32G275A;NO;board1;A2C0260210000;A2C0260210000;NA;NA;
C41184;A2C03730900;22u;NA;10%;10%;1210_h2700_c01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;39.575;64.250;2;2.700;Capacitor Ceramic;SURFACE;ReflowReflow;CHIP;IC_SUC_S32G275A;NO;board1;A2C0373090000;A2C0373090000;NA;NA;
C41185;A2C00062845;10u;NA;10%;10%;0805_145_m01a;6.3V;SBU08_RR_SM075_Cu35;A_SIDE;0.000;43.100;58.550;2;1.450;Capacitor Ceramic;SURFACE;ReflowReflow;CHIP;IC_SUC_S32G275A;NO;board1;A2C0006284500;A2C0006284500;NA;NA;
C41186;A2C00050369;47u;NA;20%;10%;1210_h2700_c01a;6.3V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;42.775;64.250;2;2.700;Capacitor Ceramic;SURFACE;ReflowReflow;CHIP;IC_SUC_S32G275A;NO;board1;A2C0005036900;A2C0005036900;NA;NA;
C41187;A2C00646800;220n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;B_SIDE;180.000;42.800;41.100;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;IC_SUC_S32G275A;NO;board1;A2C0064680000;A2C0064680000;NA;NA;
C41188;A2C00646800;220n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;B_SIDE;180.000;42.800;40.100;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;IC_SUC_S32G275A;NO;board1;A2C0064680000;A2C0064680000;NA;NA;
C41189;A2C02317700;100n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;B_SIDE;180.000;76.450;42.675;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;DI_PUSHPULL_AND3X3_01;NO;board1;A2C0231770000;A2C0231770000;NA;NA;
C41190;A2C02317700;100n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;B_SIDE;0.000;88.925;42.950;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;DI_PUSHPULL_AND3X3_01;NO;board1;A2C0231770000;A2C0231770000;NA;NA;
C41191;A2C02317700;100n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;B_SIDE;90.000;88.450;40.350;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;DI_PUSHPULL_AND3X3_01;NO;board1;A2C0231770000;A2C0231770000;NA;NA;
C41192;A2C02317700;100n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;56.675;31.975;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;IC_SUC_S32G275A;NO;board1;A2C0231770000;A2C0231770000;NA;NA;
C41194;A2C02317700;100n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;6.825;22.700;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;MEM_EEPROM_I2C_2Kbit;NO;board1;A2C0231770000;A2C0231770000;NA;NA;
C41195;A2C00646800;220n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;0.000;57.650;17.000;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;MEM_SDRAM_LPDDR4_512MByte;NO;board1;A2C0064680000;A2C0064680000;NA;NA;
C41196;A2C00646800;220n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;45.000;53.389;16.914;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;MEM_SDRAM_LPDDR4_512MByte;NO;board1;A2C0064680000;A2C0064680000;NA;NA;
C41197;A2C00646800;220n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;180.000;61.950;14.875;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;MEM_SDRAM_LPDDR4_512MByte;NO;board1;A2C0064680000;A2C0064680000;NA;NA;
C41198;A2C00646800;220n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;0.000;43.425;10.650;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;MEM_SDRAM_LPDDR4_512MByte;NO;board1;A2C0064680000;A2C0064680000;NA;NA;
C41199;A2C00646800;220n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;0.000;41.925;12.650;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;MEM_SDRAM_LPDDR4_512MByte;NO;board1;A2C0064680000;A2C0064680000;NA;NA;
C41200;A2C00646800;220n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;60.650;7.300;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;MEM_SDRAM_LPDDR4_512MByte;NO;board1;A2C0064680000;A2C0064680000;NA;NA;
C41201;A2C00646800;220n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;52.650;7.300;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;MEM_SDRAM_LPDDR4_512MByte;NO;board1;A2C0064680000;A2C0064680000;NA;NA;
C41202;A2C00646800;220n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;180.000;61.825;13.275;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;MEM_SDRAM_LPDDR4_512MByte;NO;board1;A2C0064680000;A2C0064680000;NA;NA;
C41203;A2C00646800;220n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;50.650;7.300;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;MEM_SDRAM_LPDDR4_512MByte;NO;board1;A2C0064680000;A2C0064680000;NA;NA;
C41204;A2C00646800;220n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;58.650;7.300;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;MEM_SDRAM_LPDDR4_512MByte;NO;board1;A2C0064680000;A2C0064680000;NA;NA;
C41205;A2C00646800;220n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;180.000;68.650;23.000;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;MEM_SDRAM_LPDDR4_512MByte;NO;board1;A2C0064680000;A2C0064680000;NA;NA;
C41206;A2C00646800;220n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;0.000;49.100;17.275;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;MEM_SDRAM_LPDDR4_512MByte;NO;board1;A2C0064680000;A2C0064680000;NA;NA;
C41207;A2C00646800;220n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;B_SIDE;90.000;55.975;21.475;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;MEM_SDRAM_LPDDR4_512MByte;NO;board1;A2C0064680000;A2C0064680000;NA;NA;
C41208;A2C00646800;220n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;0.000;41.925;11.650;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;MEM_SDRAM_LPDDR4_512MByte;NO;board1;A2C0064680000;A2C0064680000;NA;NA;
C41209;A2C02602100;1u;NA;10%;10%;chip_0402_b1200x0700_h0700_c01a;10V;SBU08_RR_SM075_Cu35;A_SIDE;180.000;41.925;16.650;2;0.700;Capacitor Ceramic;SURFACE;ReflowReflow;CHIP;MEM_SDRAM_LPDDR4_512MByte;NO;board1;A2C0260210000;A2C0260210000;NA;NA;
C41210;A2C02602100;1u;NA;10%;10%;chip_0402_b1200x0700_h0700_c01a;10V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;52.075;22.400;2;0.700;Capacitor Ceramic;SURFACE;ReflowReflow;CHIP;MEM_SDRAM_LPDDR4_512MByte;NO;board1;A2C0260210000;A2C0260210000;NA;NA;
C41211;A2C00062845;10u;NA;10%;10%;0805_145_m01a;6.3V;SBU08_RR_SM075_Cu35;A_SIDE;180.000;39.000;8.450;2;1.450;Capacitor Ceramic;SURFACE;ReflowReflow;CHIP;MEM_SDRAM_LPDDR4_512MByte;NO;board1;A2C0006284500;A2C0006284500;NA;NA;
C41212;A2C00062845;10u;NA;10%;10%;0805_145_m01a;6.3V;SBU08_RR_SM075_Cu35;A_SIDE;180.000;39.000;14.000;2;1.450;Capacitor Ceramic;SURFACE;ReflowReflow;CHIP;MEM_SDRAM_LPDDR4_512MByte;NO;board1;A2C0006284500;A2C0006284500;NA;NA;
C41213;A2C00646800;220n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;0.000;41.925;14.650;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;MEM_SDRAM_LPDDR4_512MByte;NO;board1;A2C0064680000;A2C0064680000;NA;NA;
C41214;A2C00646800;220n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;135.000;52.336;14.164;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;MEM_SDRAM_LPDDR4_512MByte;NO;board1;A2C0064680000;A2C0064680000;NA;NA;
C41215;A2C00646800;220n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;0.000;48.450;12.475;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;MEM_SDRAM_LPDDR4_512MByte;NO;board1;A2C0064680000;A2C0064680000;NA;NA;
C41216;A2C00646800;220n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;0.000;51.050;13.275;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;MEM_SDRAM_LPDDR4_512MByte;NO;board1;A2C0064680000;A2C0064680000;NA;NA;
C41217;A2C00646800;220n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;62.650;7.300;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;MEM_SDRAM_LPDDR4_512MByte;NO;board1;A2C0064680000;A2C0064680000;NA;NA;
C41218;A2C00646800;220n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;180.000;68.650;15.000;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;MEM_SDRAM_LPDDR4_512MByte;NO;board1;A2C0064680000;A2C0064680000;NA;NA;
C41219;A2C00646800;220n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;55.575;8.350;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;MEM_SDRAM_LPDDR4_512MByte;NO;board1;A2C0064680000;A2C0064680000;NA;NA;
C41220;A2C00646800;220n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;B_SIDE;90.000;51.675;21.575;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;MEM_SDRAM_LPDDR4_512MByte;NO;board1;A2C0064680000;A2C0064680000;NA;NA;
