JTAG;SvfType;Device;PinNumber;DeviceType;NetName;ControlState;ExpectedState;Test
MX6RT1170;NOT_TESTED;R403;R12;Resistor;+3V3;;;
MX6RT1170;NOT_TESTED;R300;R12;Resistor;+3V3;;;
MX6RT1170;NOT_TESTED;J101;R12;IC;+3V3;;;
MX6RT1170;NOT_TESTED;IC300;R12;IC;+3V3;;;
MX6RT1170;NOT_TESTED;IC400;R12;IC;+3V3;;;
MX6RT1170;NOT_TESTED;J102;R12;IC;+3V3;;;
MX6RT1170;NOT_TESTED;R303;D14;Resistor;+3V3;;;
MX6RT1170;NOT_TESTED;R1201;D14;Resistor;+3V3;;;
MX6RT1170;NOT_TESTED;R1102;D14;Resistor;+3V3;;;
MX6RT1170;NOT_TESTED;R1103;D14;Resistor;+3V3;;;
MX6RT1170;NOT_TESTED;R1105;D14;Resistor;+3V3;;;
MX6RT1170;NOT_TESTED;R301;D14;Resistor;+3V3;;;
MX6RT1170;NOT_TESTED;R900;D14;Resistor;+3V3;;;
MX6RT1170;NOT_TESTED;R302;D14;Resistor;+3V3;;;
MX6RT1170;NOT_TESTED;R403;D14;Resistor;+3V3;;;
MX6RT1170;NOT_TESTED;R300;D14;Resistor;+3V3;;;
MX6RT1170;NOT_TESTED;J101;D14;IC;+3V3;;;
MX6RT1170;NOT_TESTED;IC300;D14;IC;+3V3;;;
MX6RT1170;NOT_TESTED;IC400;D14;IC;+3V3;;;
MX6RT1170;NOT_TESTED;J102;D14;IC;+3V3;;;
MX6RT1170;NOT_TESTED;R303;G13;Resistor;+3V3;;;
MX6RT1170;NOT_TESTED;R1201;G13;Resistor;+3V3;;;
MX6RT1170;NOT_TESTED;R1102;G13;Resistor;+3V3;;;
MX6RT1170;NOT_TESTED;R1103;G13;Resistor;+3V3;;;
MX6RT1170;NOT_TESTED;R1105;G13;Resistor;+3V3;;;
MX6RT1170;NOT_TESTED;R301;G13;Resistor;+3V3;;;
MX6RT1170;NOT_TESTED;R900;G13;Resistor;+3V3;;;
MX6RT1170;NOT_TESTED;R302;G13;Resistor;+3V3;;;
MX6RT1170;NOT_TESTED;R403;G13;Resistor;+3V3;;;
MX6RT1170;NOT_TESTED;R300;G13;Resistor;+3V3;;;
MX6RT1170;NOT_TESTED;J101;G13;IC;+3V3;;;
MX6RT1170;NOT_TESTED;IC300;G13;IC;+3V3;;;
MX6RT1170;NOT_TESTED;IC400;G13;IC;+3V3;;;
MX6RT1170;NOT_TESTED;J102;G13;IC;+3V3;;;
MX6RT1170;NOT_TESTED;R303;E7;Resistor;+3V3;;;
MX6RT1170;NOT_TESTED;R1201;E7;Resistor;+3V3;;;
MX6RT1170;NOT_TESTED;R1102;E7;Resistor;+3V3;;;
MX6RT1170;NOT_TESTED;R1103;E7;Resistor;+3V3;;;
MX6RT1170;NOT_TESTED;R1105;E7;Resistor;+3V3;;;
MX6RT1170;NOT_TESTED;R301;E7;Resistor;+3V3;;;
MX6RT1170;NOT_TESTED;R900;E7;Resistor;+3V3;;;
MX6RT1170;NOT_TESTED;R302;E7;Resistor;+3V3;;;
MX6RT1170;NOT_TESTED;R403;E7;Resistor;+3V3;;;
MX6RT1170;NOT_TESTED;R300;E7;Resistor;+3V3;;;
MX6RT1170;NOT_TESTED;J101;E7;IC;+3V3;;;
MX6RT1170;NOT_TESTED;IC300;E7;IC;+3V3;;;
MX6RT1170;NOT_TESTED;IC400;E7;IC;+3V3;;;
MX6RT1170;NOT_TESTED;J102;E7;IC;+3V3;;;
MX6RT1170;NOT_TESTED;R303;P7;Resistor;+3V3;;;
MX6RT1170;NOT_TESTED;R1201;P7;Resistor;+3V3;;;
MX6RT1170;NOT_TESTED;R1102;P7;Resistor;+3V3;;;
MX6RT1170;NOT_TESTED;R1103;P7;Resistor;+3V3;;;
MX6RT1170;NOT_TESTED;R1105;P7;Resistor;+3V3;;;
MX6RT1170;NOT_TESTED;R301;P7;Resistor;+3V3;;;
MX6RT1170;NOT_TESTED;R900;P7;Resistor;+3V3;;;
MX6RT1170;NOT_TESTED;R302;P7;Resistor;+3V3;;;
MX6RT1170;NOT_TESTED;R403;P7;Resistor;+3V3;;;
MX6RT1170;NOT_TESTED;R300;P7;Resistor;+3V3;;;
MX6RT1170;NOT_TESTED;J101;P7;IC;+3V3;;;
MX6RT1170;NOT_TESTED;IC300;P7;IC;+3V3;;;
MX6RT1170;NOT_TESTED;IC400;P7;IC;+3V3;;;
MX6RT1170;NOT_TESTED;J102;P7;IC;+3V3;;;
MX6RT1170;NOT_TESTED;C1227;M11;Capacitor;ADC_1V8_IN;;;
MX6RT1170;NOT_TESTED;C1229;M11;Capacitor;ADC_1V8_IN;;;
MX6RT1170;NOT_TESTED;C1203;M11;Capacitor;ADC_1V8_IN;;;
MX6RT1170;NOT_TESTED;C1215;M11;Capacitor;ADC_1V8_IN;;;
MX6RT1170;NOT_TESTED;C1236;M11;Capacitor;ADC_1V8_IN;;;
MX6RT1170;NOT_TESTED;TP1209;M11;TestPoint;ADC_1V8_IN;;;
MX6RT1170;NOT_TESTED;R1107;M11;Resistor;ADC_1V8_IN;;;
MX6RT1170;NOT_TESTED;R1117;M11;Resistor;ADC_1V8_IN;;;
MX6RT1170;NOT_TESTED;L1200;M11;Induction;ADC_1V8_IN;;;
MX6RT1170;NOT_TESTED;C1227;G16;Capacitor;ADC_1V8_IN;;;
MX6RT1170;NOT_TESTED;C1229;G16;Capacitor;ADC_1V8_IN;;;
MX6RT1170;NOT_TESTED;C1203;G16;Capacitor;ADC_1V8_IN;;;
MX6RT1170;NOT_TESTED;C1215;G16;Capacitor;ADC_1V8_IN;;;
MX6RT1170;NOT_TESTED;C1236;G16;Capacitor;ADC_1V8_IN;;;
MX6RT1170;NOT_TESTED;TP1209;G16;TestPoint;ADC_1V8_IN;;;
MX6RT1170;NOT_TESTED;R1107;G16;Resistor;ADC_1V8_IN;;;
MX6RT1170;NOT_TESTED;R1117;G16;Resistor;ADC_1V8_IN;;;
MX6RT1170;NOT_TESTED;L1200;G16;Induction;ADC_1V8_IN;;;
MX6RT1170;NOT_TESTED;C1227;K15;Capacitor;ADC_1V8_IN;;;
MX6RT1170;NOT_TESTED;C1229;K15;Capacitor;ADC_1V8_IN;;;
MX6RT1170;NOT_TESTED;C1203;K15;Capacitor;ADC_1V8_IN;;;
MX6RT1170;NOT_TESTED;C1215;K15;Capacitor;ADC_1V8_IN;;;
MX6RT1170;NOT_TESTED;C1236;K15;Capacitor;ADC_1V8_IN;;;
MX6RT1170;NOT_TESTED;TP1209;K15;TestPoint;ADC_1V8_IN;;;
MX6RT1170;NOT_TESTED;R1107;K15;Resistor;ADC_1V8_IN;;;
MX6RT1170;NOT_TESTED;R1117;K15;Resistor;ADC_1V8_IN;;;
MX6RT1170;NOT_TESTED;L1200;K15;Induction;ADC_1V8_IN;;;
MX6RT1170;NOT_TESTED;C1225;J13;Capacitor;ADC_3V3_IN_Main_Schematic/Main_MCU/Main_MCU-Power_Supply;;;
MX6RT1170;NOT_TESTED;C1206;J13;Capacitor;ADC_3V3_IN_Main_Schematic/Main_MCU/Main_MCU-Power_Supply;;;
MX6RT1170;NOT_TESTED;L1202;J13;Induction;ADC_3V3_IN_Main_Schematic/Main_MCU/Main_MCU-Power_Supply;;;
MX6RT1170;NOT_TESTED;TP1208;J13;TestPoint;ADC_3V3_IN_Main_Schematic/Main_MCU/Main_MCU-Power_Supply;;;
MX6RT1170;NOT_TESTED;C1100;H16;Capacitor;DAC_OUT_Main_Schematic/Main_MCU/Main_MCU-GPIO;;;
MX6RT1170;NOT_TESTED;TP1100;H16;TestPoint;DAC_OUT_Main_Schematic/Main_MCU/Main_MCU-GPIO;;;
MX6RT1170;NOT_TESTED;R1202;N4;Resistor;DCDC_MODE_Main_Schematic/Main_MCU/Main_MCU-Power_Supply;;;
MX6RT1170;NOT_TESTED;R1201;P3;Resistor;DCDC_P_Main_Schematic/Main_MCU/Main_MCU-Power_Supply;;;
MX6RT1170;NOT_TESTED;IC300;G14;IC;FlexSPI_CLK_Main_Schematic;;;
MX6RT1170;NOT_TESTED;IC300;F15;IC;FlexSPI_D0_A_Main_Schematic;;;
MX6RT1170;NOT_TESTED;IC300;H15;IC;FlexSPI_D1_A_Main_Schematic;;;
MX6RT1170;NOT_TESTED;C1219;F9;Capacitor;MIPI_1V8_Main_Schematic/Main_MCU/Main_MCU-Power_Supply;;;
MX6RT1170;NOT_TESTED;TP1210;F9;TestPoint;MIPI_1V8_Main_Schematic/Main_MCU/Main_MCU-Power_Supply;;;
MX6RT1170;NOT_TESTED;L1201;F9;Induction;MIPI_1V8_Main_Schematic/Main_MCU/Main_MCU-Power_Supply;;;
MX6RT1170;NOT_TESTED;J101;A15;IC;MIPI_TE;;;
MX6RT1170;NOT_TESTED;J101;A9;IC;MIPI_CLKN;;;
MX6RT1170;NOT_TESTED;J101;B9;IC;MIPI_CLKP;;;
MX6RT1170;NOT_TESTED;TP1111;U10;TestPoint;ON/OFF_Main_Schematic/Main_MCU/Main_MCU-GPIO;;;
MX6RT1170;NOT_TESTED;R1110;U10;Resistor;ON/OFF_Main_Schematic/Main_MCU/Main_MCU-GPIO;;;
MX6RT1170;NOT_TESTED;C1204;U11;Capacitor;VCC_SNVS_ANA;;;
MX6RT1170;NOT_TESTED;C1216;U11;Capacitor;VCC_SNVS_ANA;;;
MX6RT1170;NOT_TESTED;R1110;U11;Resistor;VCC_SNVS_ANA;;;
MX6RT1170;NOT_TESTED;TP1211;U11;TestPoint;VCC_SNVS_ANA;;;
MX6RT1170;NOT_TESTED;R1108;U11;Resistor;VCC_SNVS_ANA;;;
MX6RT1170;NOT_TESTED;R1109;U11;Resistor;VCC_SNVS_ANA;;;
MX6RT1170;NOT_TESTED;C1204;U14;Capacitor;VCC_SNVS_ANA;;;
MX6RT1170;NOT_TESTED;C1216;U14;Capacitor;VCC_SNVS_ANA;;;
MX6RT1170;NOT_TESTED;R1110;U14;Resistor;VCC_SNVS_ANA;;;
MX6RT1170;NOT_TESTED;TP1211;U14;TestPoint;VCC_SNVS_ANA;;;
MX6RT1170;NOT_TESTED;R1108;U14;Resistor;VCC_SNVS_ANA;;;
MX6RT1170;NOT_TESTED;R1109;U14;Resistor;VCC_SNVS_ANA;;;
MX6RT1170;NOT_TESTED;C1226;F10;Capacitor;VDDA_1V0;;;
MX6RT1170;NOT_TESTED;C1218;F10;Capacitor;VDDA_1V0;;;
MX6RT1170;NOT_TESTED;TP1204;F10;TestPoint;VDDA_1V0;;;
MX6RT1170;NOT_TESTED;C1226;N11;Capacitor;VDDA_1V0;;;
MX6RT1170;NOT_TESTED;C1218;N11;Capacitor;VDDA_1V0;;;
MX6RT1170;NOT_TESTED;TP1204;N11;TestPoint;VDDA_1V0;;;
MX6RT1170;NOT_TESTED;C1230;P12;Capacitor;VDD_LPSR_ANA_Main_Schematic/Main_MCU/Main_MCU-Power_Supply;;;
MX6RT1170;NOT_TESTED;TP1206;P12;TestPoint;VDD_LPSR_ANA_Main_Schematic/Main_MCU/Main_MCU-Power_Supply;;;
MX6RT1170;NOT_TESTED;C1207;P11;Capacitor;VDD_LPSR_DIG_Main_Schematic/Main_MCU/Main_MCU-Power_Supply;;;
MX6RT1170;NOT_TESTED;TP1205;P11;TestPoint;VDD_LPSR_DIG_Main_Schematic/Main_MCU/Main_MCU-Power_Supply;;;
MX6RT1170;NOT_TESTED;C1228;H8;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1233;H8;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1234;H8;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1249;H8;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1201;H8;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1205;H8;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1220;H8;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1221;H8;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1222;H8;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1223;H8;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1235;H8;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1246;H8;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;TP1203;H8;TestPoint;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1228;H9;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1233;H9;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1234;H9;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1249;H9;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1201;H9;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1205;H9;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1220;H9;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1221;H9;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1222;H9;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1223;H9;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1235;H9;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1246;H9;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;TP1203;H9;TestPoint;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1228;H10;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1233;H10;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1234;H10;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1249;H10;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1201;H10;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1205;H10;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1220;H10;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1221;H10;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1222;H10;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1223;H10;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1235;H10;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1246;H10;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;TP1203;H10;TestPoint;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1228;J8;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1233;J8;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1234;J8;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1249;J8;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1201;J8;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1205;J8;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1220;J8;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1221;J8;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1222;J8;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1223;J8;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1235;J8;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1246;J8;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;TP1203;J8;TestPoint;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1228;J9;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1233;J9;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1234;J9;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1249;J9;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1201;J9;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1205;J9;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1220;J9;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1221;J9;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1222;J9;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1223;J9;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1235;J9;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1246;J9;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;TP1203;J9;TestPoint;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1228;J10;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1233;J10;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1234;J10;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1249;J10;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1201;J10;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1205;J10;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1220;J10;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1221;J10;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1222;J10;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1223;J10;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1235;J10;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1246;J10;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;TP1203;J10;TestPoint;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1228;K8;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1233;K8;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1234;K8;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1249;K8;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1201;K8;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1205;K8;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1220;K8;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1221;K8;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1222;K8;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1223;K8;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1235;K8;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1246;K8;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;TP1203;K8;TestPoint;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1228;K9;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1233;K9;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1234;K9;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1249;K9;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1201;K9;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1205;K9;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1220;K9;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1221;K9;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1222;K9;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1223;K9;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1235;K9;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1246;K9;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;TP1203;K9;TestPoint;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1228;K10;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1233;K10;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1234;K10;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1249;K10;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1201;K10;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1205;K10;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1220;K10;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1221;K10;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1222;K10;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1223;K10;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1235;K10;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1246;K10;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;TP1203;K10;TestPoint;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1228;L8;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1233;L8;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1234;L8;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1249;L8;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1201;L8;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1205;L8;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1220;L8;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1221;L8;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1222;L8;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1223;L8;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1235;L8;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1246;L8;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;TP1203;L8;TestPoint;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1228;L7;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1233;L7;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1234;L7;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1249;L7;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1201;L7;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1205;L7;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1220;L7;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1221;L7;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1222;L7;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1223;L7;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1235;L7;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;C1246;L7;Capacitor;VDD_SOC;;;
MX6RT1170;NOT_TESTED;TP1203;L7;TestPoint;VDD_SOC;;;
MX6RT1170;NOT_TESTED;R1203;H12;Resistor;VDD_1V8_PWM;;;
MX6RT1170;NOT_TESTED;R702;H12;Resistor;VDD_1V8_PWM;;;
MX6RT1170;NOT_TESTED;R1203;F6;Resistor;VDD_1V8_PWM;;;
MX6RT1170;NOT_TESTED;R702;F6;Resistor;VDD_1V8_PWM;;;
MX6RT1170;NOT_TESTED;R1203;G6;Resistor;VDD_1V8_PWM;;;
MX6RT1170;NOT_TESTED;R702;G6;Resistor;VDD_1V8_PWM;;;
MX6RT1170;NOT_TESTED;R1203;F7;Resistor;VDD_1V8_PWM;;;
MX6RT1170;NOT_TESTED;R702;F7;Resistor;VDD_1V8_PWM;;;
MX6RT1170;NOT_TESTED;C1101;T10;Capacitor;uC_RST_Main_Schematic/Main_MCU/Main_MCU-GPIO;;;
MX6RT1170;NOT_TESTED;R1111;T10;Resistor;uC_RST_Main_Schematic/Main_MCU/Main_MCU-GPIO;;;
MX6RT1170;NOT_TESTED;TP1110;T10;TestPoint;uC_RST_Main_Schematic/Main_MCU/Main_MCU-GPIO;;;
MX6RT1170;NOT_TESTED;J101;A8;IC;MIPI_D0N;;;
MX6RT1170;NOT_TESTED;J101;B8;IC;MIPI_D0P;;;
MX6RT1170;NOT_TESTED;J101;M17;IC;LCD_NTC_1;;;
MX6RT1170;NOT_TESTED;R1203;M6;Resistor;VDD_1V8;;;
MX6RT1170;NOT_TESTED;R1203;M8;Resistor;VDD_1V8;;;
MX6RT1170;NOT_TESTED;R1203;M7;Resistor;VDD_1V8;;;
MX6RT1170;NOT_TESTED;J102;T17;IC;EN_CAN;;;
MX6RT1170;NOT_TESTED;J102;R16;IC;ERR_CAN;;;
MX6RT1170;NOT_TESTED;J102;J17;IC;RXD_CAN;;;
MX6RT1170;NOT_TESTED;J102;R17;IC;STB_CAN;;;
MX6RT1170;NOT_TESTED;J102;K17;IC;TXD_CAN;;;
MX6RT1170;NOT_TESTED;J102;P17;IC;VBat_Value;;;
