# Assembly Part List incl. Component Properties
#
# Date = 2021/09/13 09:44:12
# Job Name =C:\CAx\Prj\ZUKEN\41538289_AG_ADC418AI12\job\bd\job.dsgn
# Units = millimeters
# Decimal Digits =3
#
# PCB/PNL Type;Offset-X;Offset-Y;Rotation
#
# NA;0.000;0.000;0.000
#
# Reference;Part_Name;Value;Tolerance;Pos_Tolerance;Neg_Tolerance;Geometry;Rated_Voltage;Technology;Placement_Side;Rotation;Position-X;Positon-Y;Pin_Count;Component_Height_on_Placement_Side;Part_Families;Mounting_Type;Footprint_Specification;Package_Type;Function_Code;EMC_Code;Board# on Panel;Part_Name_SV;Part_Name_CAS;Exclude_from_SAP_BOM;Multipitch_Pair;
C22111;A2C03118800;100n;NA;10%;10%;0402_06_m01a;50V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;115.750;36.350;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;Com_ETH_SW_RTL9072AAD-FS;NO;NA;A2C0311880000;A2C0311880000;NA;NA;
C22112;A2C03118800;100n;NA;10%;10%;0402_06_m01a;50V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;115.775;38.075;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;Com_ETH_SW_RTL9072AAD-FS;NO;NA;A2C0311880000;A2C0311880000;NA;NA;
C22113;A2C03118800;100n;NA;10%;10%;0402_06_m01a;50V;SBU08_RR_SM075_Cu35;A_SIDE;270.000;112.525;42.025;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;Com_ETH_SW_RTL9072AAD-FS;NO;NA;A2C0311880000;A2C0311880000;NA;NA;
C22114;A2C03118800;100n;NA;10%;10%;0402_06_m01a;50V;SBU08_RR_SM075_Cu35;A_SIDE;270.000;113.350;42.025;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;Com_ETH_SW_RTL9072AAD-FS;NO;NA;A2C0311880000;A2C0311880000;NA;NA;
C22115;A2C03118800;100n;NA;10%;10%;0402_06_m01a;50V;SBU08_RR_SM075_Cu35;A_SIDE;270.000;113.375;55.850;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;Com_ETH_SW_RTL9072AAD-FS;NO;NA;A2C0311880000;A2C0311880000;NA;NA;
C22116;A2C03118800;100n;NA;10%;10%;0402_06_m01a;50V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;116.500;53.500;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;Com_ETH_SW_RTL9072AAD-FS;NO;NA;A2C0311880000;A2C0311880000;NA;NA;
C22117;A2C01369500;2.2u;NA;10%;10%;0603_m01a;6.3V;SBU08_RR_SM075_Cu35;A_SIDE;270.000;116.575;55.850;2;0.950;Capacitor Ceramic;SURFACE;ReflowReflow;SMD_OTHER;Com_ETH_SW_RTL9072AAD-FS;NO;NA;A2C0136950000;A2C0136950000;NA;NA;
C22118;A2C01369500;2.2u;NA;10%;10%;0603_m01a;6.3V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;113.375;53.500;2;0.950;Capacitor Ceramic;SURFACE;ReflowReflow;SMD_OTHER;Com_ETH_SW_RTL9072AAD-FS;NO;NA;A2C0136950000;A2C0136950000;NA;NA;
C30000;A2C03588400;100n;NA;10%;10%;0603_m01a;100V;SBU08_RR_SM075_Cu35;A_SIDE;180.000;67.925;-2.700;2;0.950;Capacitor Ceramic;SURFACE;ReflowReflow;SMD_OTHER;COM_ETH_AFE_100BASET1_06;NO;NA;A2C0358840000;A2C0358840000;NA;NA;
C30001;A2C03588400;100n;NA;10%;10%;0603_m01a;100V;SBU08_RR_SM075_Cu35;A_SIDE;180.000;67.925;-1.500;2;0.950;Capacitor Ceramic;SURFACE;ReflowReflow;SMD_OTHER;COM_ETH_AFE_100BASET1_06;NO;NA;A2C0358840000;A2C0358840000;NA;NA;
C30005;A2C01369500;2.2u;NA;10%;10%;0603_m01a;6.3V;SBU08_RR_SM075_Cu35;A_SIDE;270.000;117.175;39.850;2;0.950;Capacitor Ceramic;SURFACE;ReflowReflow;SMD_OTHER;Com_ETH_SW_RTL9072AAD-FS;NO;NA;A2C0136950000;A2C0136950000;NA;NA;
C30006;A2C03118800;100n;NA;10%;10%;0402_06_m01a;50V;SBU08_RR_SM075_Cu35;A_SIDE;270.000;118.175;39.850;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;Com_ETH_SW_RTL9072AAD-FS;NO;NA;A2C0311880000;A2C0311880000;NA;NA;
C30008;A2C03176400;4.7n;NA;10%;10%;0402_06_m01a;50V;SBU08_RR_SM075_Cu35;B_SIDE;0.000;70.835;-2.575;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;COM_ETH_AFE_100BASET1_06;NO;NA;A2C0317640000;A2C0317640000;NA;NA;
C30011;A2C03588400;100n;NA;10%;10%;0603_m01a;100V;SBU08_RR_SM075_Cu35;A_SIDE;270.000;102.475;5.725;2;0.950;Capacitor Ceramic;SURFACE;ReflowReflow;SMD_OTHER;COM_ETH_AFE_100BASET1_05;NO;NA;A2C0358840000;A2C0358840000;NA;NA;
C30012;A2C03588400;100n;NA;10%;10%;0603_m01a;100V;SBU08_RR_SM075_Cu35;A_SIDE;270.000;103.675;5.725;2;0.950;Capacitor Ceramic;SURFACE;ReflowReflow;SMD_OTHER;COM_ETH_AFE_100BASET1_05;NO;NA;A2C0358840000;A2C0358840000;NA;NA;
C30015;A2C03176400;4.7n;NA;10%;10%;0402_06_m01a;50V;SBU08_RR_SM075_Cu35;B_SIDE;90.000;103.525;8.000;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;COM_ETH_AFE_100BASET1_05;NO;NA;A2C0317640000;A2C0317640000;NA;NA;
C30017;A2C03588400;100n;NA;10%;10%;0603_m01a;100V;SBU08_RR_SM075_Cu35;A_SIDE;270.000;106.675;5.725;2;0.950;Capacitor Ceramic;SURFACE;ReflowReflow;SMD_OTHER;COM_ETH_AFE_100BASET1_07;NO;NA;A2C0358840000;A2C0358840000;NA;NA;
C30018;A2C03588400;100n;NA;10%;10%;0603_m01a;100V;SBU08_RR_SM075_Cu35;A_SIDE;270.000;107.875;5.725;2;0.950;Capacitor Ceramic;SURFACE;ReflowReflow;SMD_OTHER;COM_ETH_AFE_100BASET1_07;NO;NA;A2C0358840000;A2C0358840000;NA;NA;
C30019;A2C03176400;4.7n;NA;10%;10%;0402_06_m01a;50V;SBU08_RR_SM075_Cu35;B_SIDE;90.000;106.825;8.000;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;COM_ETH_AFE_100BASET1_07;NO;NA;A2C0317640000;A2C0317640000;NA;NA;
C30031;A2C02073500;4.7p;NA;0.25pF;0.25pF;0402_06_m01a;50V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;102.625;13.925;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;COM_ETH_AFE_100BASET1_05;NO;NA;A2C0207350000;A2C0207350000;NA;NA;
C30032;A2C02073500;4.7p;NA;0.25pF;0.25pF;0402_06_m01a;50V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;103.525;13.925;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;COM_ETH_AFE_100BASET1_05;NO;NA;A2C0207350000;A2C0207350000;NA;NA;
C30033;A2C02073500;4.7p;NA;0.25pF;0.25pF;0402_06_m01a;50V;SBU08_RR_SM075_Cu35;A_SIDE;0.000;75.300;-2.550;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;COM_ETH_AFE_100BASET1_06;NO;NA;A2C0207350000;A2C0207350000;NA;NA;
C30034;A2C02073500;4.7p;NA;0.25pF;0.25pF;0402_06_m01a;50V;SBU08_RR_SM075_Cu35;A_SIDE;0.000;75.300;-1.650;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;COM_ETH_AFE_100BASET1_06;NO;NA;A2C0207350000;A2C0207350000;NA;NA;
C30035;A2C02073500;4.7p;NA;0.25pF;0.25pF;0402_06_m01a;50V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;106.825;13.925;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;COM_ETH_AFE_100BASET1_07;NO;NA;A2C0207350000;A2C0207350000;NA;NA;
C30036;A2C02073500;4.7p;NA;0.25pF;0.25pF;0402_06_m01a;50V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;107.725;13.925;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;COM_ETH_AFE_100BASET1_07;NO;NA;A2C0207350000;A2C0207350000;NA;NA;
C41000;A2C02602100;1u;NA;10%;10%;chip_0402_b1200x0700_h0700_c01a;10V;SBU08_RR_SM075_Cu35;A_SIDE;180.000;40.875;44.725;2;0.700;Capacitor Ceramic;SURFACE;ReflowReflow;CHIP;IC_SUC_S32G275A;NO;NA;A2C0260210000;A2C0260210000;NA;NA;
C41001;A2C02317700;100n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;270.000;49.400;39.475;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;IC_SUC_S32G275A;NO;NA;A2C0231770000;A2C0231770000;NA;NA;
C41002;A2C03945100;10u;NA;10%;10%;0805_145_m01a;6.3V;SBU08_RR_SM075_Cu35;A_SIDE;270.000;45.700;41.525;2;1.450;Capacitor Ceramic;SURFACE;ReflowReflow;CHIP;IC_SUC_S32G275A;NO;NA;A2C0394510000;A2C0394510000;NA;NA;
C41003;A2C03138800;10n;NA;10%;10%;chip_0201_h0300_c01a;10V;SBU08_RR_SM075_Cu35;A_SIDE;270.000;52.610;39.534;2;0.300;Capacitor Ceramic;SURFACE;ReflowReflow;CHIP;IC_SUC_S32G275A;NO;NA;A2C0313880000;A2C0313880000;NA;NA;
C41004;A2C02317700;100n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;270.000;48.575;39.475;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;IC_SUC_S32G275A;NO;NA;A2C0231770000;A2C0231770000;NA;NA;
C41005;A2C03138800;10n;NA;10%;10%;chip_0201_h0300_c01a;10V;SBU08_RR_SM075_Cu35;A_SIDE;270.000;51.875;39.575;2;0.300;Capacitor Ceramic;SURFACE;ReflowReflow;CHIP;IC_SUC_S32G275A;NO;NA;A2C0313880000;A2C0313880000;NA;NA;
C41006;A2C02602100;1u;NA;10%;10%;chip_0402_b1200x0700_h0700_c01a;10V;SBU08_RR_SM075_Cu35;A_SIDE;0.000;49.000;49.275;2;0.700;Capacitor Ceramic;SURFACE;ReflowReflow;CHIP;IC_SUC_S32G275A;NO;NA;A2C0260210000;A2C0260210000;NA;NA;
C41007;A2C02317700;100n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;0.000;49.000;42.100;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;IC_SUC_S32G275A;NO;NA;A2C0231770000;A2C0231770000;NA;NA;
C41008;A2C03945100;10u;NA;10%;10%;0805_145_m01a;6.3V;SBU08_RR_SM075_Cu35;A_SIDE;270.000;49.150;46.425;2;1.450;Capacitor Ceramic;SURFACE;ReflowReflow;CHIP;IC_SUC_S32G275A;NO;NA;A2C0394510000;A2C0394510000;NA;NA;
C41009;A2C02317700;100n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;0.000;49.000;41.250;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;IC_SUC_S32G275A;NO;NA;A2C0231770000;A2C0231770000;NA;NA;
C41010;A2C03945100;10u;NA;10%;10%;0805_145_m01a;6.3V;SBU08_RR_SM075_Cu35;A_SIDE;270.000;63.350;45.200;2;1.450;Capacitor Ceramic;SURFACE;ReflowReflow;CHIP;IC_SUC_S32G275A;NO;NA;A2C0394510000;A2C0394510000;NA;NA;
C41011;A2C03945100;10u;NA;10%;10%;0805_145_m01a;6.3V;SBU08_RR_SM075_Cu35;A_SIDE;180.000;65.925;42.650;2;1.450;Capacitor Ceramic;SURFACE;ReflowReflow;CHIP;IC_SUC_S32G275A;NO;NA;A2C0394510000;A2C0394510000;NA;NA;
C41012;A2C02602100;1u;NA;10%;10%;chip_0402_b1200x0700_h0700_c01a;10V;SBU08_RR_SM075_Cu35;A_SIDE;270.000;63.150;31.725;2;0.700;Capacitor Ceramic;SURFACE;ReflowReflow;CHIP;IC_SUC_S32G275A;NO;NA;A2C0260210000;A2C0260210000;NA;NA;
C41013;A2C03945100;10u;NA;10%;10%;0805_145_m01a;6.3V;SBU08_RR_SM075_Cu35;A_SIDE;180.000;67.000;37.950;2;1.450;Capacitor Ceramic;SURFACE;ReflowReflow;CHIP;IC_SUC_S32G275A;NO;NA;A2C0394510000;A2C0394510000;NA;NA;
C41014;A2C02317700;100n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;60.078;36.152;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;IC_SUC_S32G275A;NO;NA;A2C0231770000;A2C0231770000;NA;NA;
C41015;A2C02317700;100n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;59.251;36.152;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;IC_SUC_S32G275A;NO;NA;A2C0231770000;A2C0231770000;NA;NA;
C41016;A2C02602100;1u;NA;10%;10%;chip_0402_b1200x0700_h0700_c01a;10V;SBU08_RR_SM075_Cu35;A_SIDE;0.000;66.025;52.100;2;0.700;Capacitor Ceramic;SURFACE;ReflowReflow;CHIP;IC_SUC_S32G275A;NO;NA;A2C0260210000;A2C0260210000;NA;NA;
C41017;A2C02317700;100n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;180.000;65.225;45.325;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;IC_SUC_S32G275A;NO;NA;A2C0231770000;A2C0231770000;NA;NA;
C41018;A2C03138800;10n;NA;10%;10%;chip_0201_h0300_c01a;10V;SBU08_RR_SM075_Cu35;A_SIDE;180.000;64.975;44.525;2;0.300;Capacitor Ceramic;SURFACE;ReflowReflow;CHIP;IC_SUC_S32G275A;NO;NA;A2C0313880000;A2C0313880000;NA;NA;
C41019;A2C02317700;100n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;0.000;51.900;31.975;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;IC_SUC_S32G275A;NO;NA;A2C0231770000;A2C0231770000;NA;NA;
C41020;A2C01479600;100n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;0.000;59.596;34.898;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;IC_SUC_S32G275A;NO;NA;A2C0147960000;A2C0147960000;NA;NA;
C41021;AAA2207520000;10u;NA;10%;10%;0805_145_m01a;6.3V;SBU08_RR_SM075_Cu35;A_SIDE;180.000;67.000;36.300;2;1.450;Capacitor Ceramic;SURFACE;ReflowReflow;CHIP;IC_SUC_S32G275A;NO;NA;AAA2207520000;AAA2207520000;NA;NA;
C41022;A2C02602100;1u;NA;10%;10%;chip_0402_b1200x0700_h0700_c01a;10V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;63.200;50.300;2;0.700;Capacitor Ceramic;SURFACE;ReflowReflow;CHIP;IC_SUC_S32G275A;NO;NA;A2C0260210000;A2C0260210000;NA;NA;
C41023;A2C02317700;100n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;0.000;56.222;40.473;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;IC_SUC_S32G275A;NO;NA;A2C0231770000;A2C0231770000;NA;NA;
C41024;A2C03945100;10u;NA;10%;10%;0805_145_m01a;6.3V;SBU08_RR_SM075_Cu35;A_SIDE;0.000;57.200;51.050;2;1.450;Capacitor Ceramic;SURFACE;ReflowReflow;CHIP;IC_SUC_S32G275A;NO;NA;A2C0394510000;A2C0394510000;NA;NA;
C41025;A2C02319200;470n;NA;10%;10%;0805_m01a;50V;SBU08_RR_SM075_Cu35;A_SIDE;0.000;65.900;46.625;2;1.300;Capacitor Ceramic;SURFACE;ReflowReflow;SMD_OTHER;IC_SUC_S32G275A;NO;NA;A2C0231920000;A2C0231920000;NA;NA;
C41026;A2C02317700;100n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;270.000;59.296;39.366;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;IC_SUC_S32G275A;NO;NA;A2C0231770000;A2C0231770000;NA;NA;
C41027;A2C03945100;10u;NA;10%;10%;0805_145_m01a;6.3V;SBU08_RR_SM075_Cu35;A_SIDE;180.000;64.000;39.300;2;1.450;Capacitor Ceramic;SURFACE;ReflowReflow;CHIP;IC_SUC_S32G275A;NO;NA;A2C0394510000;A2C0394510000;NA;NA;
C41028;A2C03169500;4.7u;NA;10%;10%;0805_145_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;0.000;43.100;56.700;2;1.450;Capacitor Ceramic;SURFACE;ReflowReflow;CHIP;IC_SUC_S32G275A;NO;NA;A2C0316950000;A2C0316950000;NA;NA;
C41029;A2C02602100;1u;NA;10%;10%;chip_0402_b1200x0700_h0700_c01a;10V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;37.200;29.800;2;0.700;Capacitor Ceramic;SURFACE;ReflowReflow;CHIP;IC_SUC_S32G275A;NO;NA;A2C0260210000;A2C0260210000;NA;NA;
C41030;A2C02317700;100n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;53.375;31.875;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;IC_SUC_S32G275A;NO;NA;A2C0231770000;A2C0231770000;NA;NA;
C41031;A2C03945100;10u;NA;10%;10%;0805_145_m01a;6.3V;SBU08_RR_SM075_Cu35;A_SIDE;270.000;40.425;29.125;2;1.450;Capacitor Ceramic;SURFACE;ReflowReflow;CHIP;IC_SUC_S32G275A;NO;NA;A2C0394510000;A2C0394510000;NA;NA;
C41032;A2C02317700;100n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;180.000;52.125;34.600;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;IC_SUC_S32G275A;NO;NA;A2C0231770000;A2C0231770000;NA;NA;
C41033;A2C03945100;10u;NA;10%;10%;0805_145_m01a;6.3V;SBU08_RR_SM075_Cu35;A_SIDE;0.000;47.975;33.825;2;1.450;Capacitor Ceramic;SURFACE;ReflowReflow;CHIP;IC_SUC_S32G275A;NO;NA;A2C0394510000;A2C0394510000;NA;NA;
C41034;A2C01369500;2.2u;NA;10%;10%;0603_m01a;6.3V;SBU08_RR_SM075_Cu35;A_SIDE;270.000;39.625;56.450;2;0.950;Capacitor Ceramic;SURFACE;ReflowReflow;SMD_OTHER;IC_SUC_S32G275A;NO;NA;A2C0136950000;A2C0136950000;NA;NA;
C41035;A2C02317700;100n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;59.975;31.975;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;IC_SUC_S32G275A;NO;NA;A2C0231770000;A2C0231770000;NA;NA;
C41036;A2C03945100;10u;NA;10%;10%;0805_145_m01a;6.3V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;64.425;32.225;2;1.450;Capacitor Ceramic;SURFACE;ReflowReflow;CHIP;IC_SUC_S32G275A;NO;NA;A2C0394510000;A2C0394510000;NA;NA;
C41037;A2C02602100;1u;NA;10%;10%;chip_0402_b1200x0700_h0700_c01a;10V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;42.725;32.500;2;0.700;Capacitor Ceramic;SURFACE;ReflowReflow;CHIP;IC_SUC_S32G275A;NO;NA;A2C0260210000;A2C0260210000;NA;NA;
C41038;A2C02317700;100n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;180.000;61.675;32.525;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;IC_SUC_S32G275A;NO;NA;A2C0231770000;A2C0231770000;NA;NA;
C41039;A2C03945100;10u;NA;10%;10%;0805_145_m01a;6.3V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;66.075;32.225;2;1.450;Capacitor Ceramic;SURFACE;ReflowReflow;CHIP;IC_SUC_S32G275A;NO;NA;A2C0394510000;A2C0394510000;NA;NA;
C41040;A2C02602100;1u;NA;10%;10%;chip_0402_b1200x0700_h0700_c01a;10V;SBU08_RR_SM075_Cu35;A_SIDE;270.000;38.475;56.700;2;0.700;Capacitor Ceramic;SURFACE;ReflowReflow;CHIP;IC_SUC_S32G275A;NO;NA;A2C0260210000;A2C0260210000;NA;NA;
C41041;A2C02602100;1u;NA;10%;10%;chip_0402_b1200x0700_h0700_c01a;10V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;71.975;35.600;2;0.700;Capacitor Ceramic;SURFACE;ReflowReflow;CHIP;IC_SUC_S32G275A;NO;NA;A2C0260210000;A2C0260210000;NA;NA;
C41042;A2C02317700;100n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;180.000;61.675;31.700;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;IC_SUC_S32G275A;NO;NA;A2C0231770000;A2C0231770000;NA;NA;
C41043;A2C03945100;10u;NA;10%;10%;0805_145_m01a;6.3V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;67.725;32.225;2;1.450;Capacitor Ceramic;SURFACE;ReflowReflow;CHIP;IC_SUC_S32G275A;NO;NA;A2C0394510000;A2C0394510000;NA;NA;
C41044;A2C02602100;1u;NA;10%;10%;chip_0402_b1200x0700_h0700_c01a;10V;SBU08_RR_SM075_Cu35;A_SIDE;180.000;40.875;43.775;2;0.700;Capacitor Ceramic;SURFACE;ReflowReflow;CHIP;IC_SUC_S32G275A;NO;NA;A2C0260210000;A2C0260210000;NA;NA;
C41045;A2C02317700;100n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;48.575;37.800;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;IC_SUC_S32G275A;NO;NA;A2C0231770000;A2C0231770000;NA;NA;
C41046;A2C03945100;10u;NA;10%;10%;0805_145_m01a;6.3V;SBU08_RR_SM075_Cu35;A_SIDE;0.000;44.850;37.750;2;1.450;Capacitor Ceramic;SURFACE;ReflowReflow;CHIP;IC_SUC_S32G275A;NO;NA;A2C0394510000;A2C0394510000;NA;NA;
C41047;A2C03138800;10n;NA;10%;10%;chip_0201_h0300_c01a;10V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;51.875;38.400;2;0.300;Capacitor Ceramic;SURFACE;ReflowReflow;CHIP;IC_SUC_S32G275A;NO;NA;A2C0313880000;A2C0313880000;NA;NA;
C41048;A2C02317700;100n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;49.400;37.800;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;IC_SUC_S32G275A;NO;NA;A2C0231770000;A2C0231770000;NA;NA;
C41049;A2C03138800;10n;NA;10%;10%;chip_0201_h0300_c01a;10V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;52.599;38.353;2;0.300;Capacitor Ceramic;SURFACE;ReflowReflow;CHIP;IC_SUC_S32G275A;NO;NA;A2C0313880000;A2C0313880000;NA;NA;
C41050;A2C02602100;1u;NA;10%;10%;chip_0402_b1200x0700_h0700_c01a;10V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;45.275;48.775;2;0.700;Capacitor Ceramic;SURFACE;ReflowReflow;CHIP;IC_SUC_S32G275A;NO;NA;A2C0260210000;A2C0260210000;NA;NA;
C41051;A2C02317700;100n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;180.000;53.902;40.450;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;IC_SUC_S32G275A;NO;NA;A2C0231770000;A2C0231770000;NA;NA;
C41052;A2C01802500;47p;NA;5%;5%;0402_06_m01a;50V;SBU08_RR_SM075_Cu35;B_SIDE;270.000;71.750;46.950;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;IC_SUC_S32G275A;NO;NA;A2C0180250000;A2C0180250000;NA;NA;
C41053;A2C02317700;100n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;55.850;31.874;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;IC_SUC_S32G275A;NO;NA;A2C0231770000;A2C0231770000;NA;NA;
C41054;A2C02317700;100n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;54.200;31.874;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;IC_SUC_S32G275A;NO;NA;A2C0231770000;A2C0231770000;NA;NA;
C41055;A2C03945100;10u;NA;10%;10%;0805_145_m01a;6.3V;SBU08_RR_SM075_Cu35;A_SIDE;270.000;44.750;45.800;2;1.450;Capacitor Ceramic;SURFACE;ReflowReflow;CHIP;IC_SUC_S32G275A;NO;NA;A2C0394510000;A2C0394510000;NA;NA;
C41056;A2C02317700;100n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;0.000;50.750;39.900;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;IC_SUC_S32G275A;NO;NA;A2C0231770000;A2C0231770000;NA;NA;
C41057;A2C02317700;100n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;57.500;31.874;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;IC_SUC_S32G275A;NO;NA;A2C0231770000;A2C0231770000;NA;NA;
C41058;A2C02317700;100n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;58.325;31.975;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;IC_SUC_S32G275A;NO;NA;A2C0231770000;A2C0231770000;NA;NA;
C41059;A2C02317700;100n;NA;10%;10%;0402_06_m01a;16V;SBU08_RR_SM075_Cu35;A_SIDE;90.000;55.025;31.874;2;0.600;Capacitor Ceramic;UNDEF;ReflowReflow;UNDEF;IC_SUC_S32G275A;NO;NA;A2C0231770000;A2C0231770000;NA;NA;
C41060;A2C03267200;10p;NA;0.1pF;0.1pF;0603_m01a;50V;SBU08_RR_SM075_Cu35;B_SIDE;270.000;70.375;43.000;2;0.950;Capacitor Ceramic;SURFACE;ReflowReflow;SMD_OTHER;IC_SUC_S32G275A;NO;NA;A2C0326720000;A2C0326720000;NA;NA;
C41061;A2C03267200;10p;NA;0.1pF;0.1pF;0603_m01a;50V;SBU08_RR_SM075_Cu35;B_SIDE;0.000;69.750;39.225;2;0.950;Capacitor Ceramic;SURFACE;ReflowReflow;SMD_OTHER;IC_SUC_S32G275A;NO;NA;A2C0326720000;A2C0326720000;NA;NA;
